m,bl,dsp,cva,ad,did,rev
2026-07-01,Open Auction - BFM,—,—,F0047424 AEW GRAND SLAM TALENTO FECHA 30,,0.0
2026-07-01,Open Auction - BFM,AdmaticBidswitch,—,Seedtag,,0.0
2025-08-01,Select - BFM,Viant,IRIS,IRIS.TV - Viant - Thrivent Emotional Sentiment CTV_BFM,IRIS00322,1.14
2025-12-01,Select - BFM,TheTradeDesk,AI Digital,AI Digital - C0018 - CTV - Live Spots - 032223 - Updated,1651574,2.18
2025-10-01,Select - BFM,Yahoo DSP,Camelot,PMG - LG Ads,PMGLGAds,65335.45
2025-12-01,DSP Marketplace - BFM,Epsilon (Conversant),—,Conversant Deal - CTV - RON,255653458214,53593.6
2025-08-01,Open Auction - BFM,Amobee,—,Amobee - CTV - 1st Price,,23701.33
2025-08-01,DSP Marketplace - BFM,4INFO,—,Cadent_VICE_PMP_Testv2,481740947959,0.0
2025-11-01,Select - BFM,Viant,IRIS,IRIS.TV - Viant -  NH State Lottery CTV_BFM,IRIS00357,541.2
2025-11-01,Select - BFM,Viant,IRIS,IRIS.TV - Viant - Wyndham Emotional Sentiment CTV_BFM,IRIS00359,0.0
2025-09-01,DSP Marketplace - BFM,Bidswitch,Beachfront Deal Curation,Bidswitch Deal - Zeta - CTV - Live Sports (Planet Fitness),615250198509,0.0
2025-08-01,Select - BFM,Viant,IRIS,IRIS.TV - Viant - Pets CTV_BFM,IRIS00295,102.81
2025-07-01,Open Auction - BFM,TheTradeDesk,—,TTD - CTV (LG Ads Only),,14259.29
2025-12-01,Open Auction - BFM,Adtheorent,—,Ad Theorent - Desktop Video (LQPS Audit),,0.4
2025-09-01,Select - BFM,Xandr,Quorum,Quorum Optimized > MSFT > High Index Zips - Popeyes Visitors - CTV,Quoru74,0.0
2025-09-01,DSP Marketplace - BFM,4INFO,—,4INFO Deal - CTV - T1 Indirect - (BRVO),519422480737,0.0
2025-09-01,DSP Marketplace - BFM,4INFO,—,Cadent_truTV_PMP_Testv2,016687997449,0.0
2025-09-01,Select - BFM,TheTradeDesk,Strategus,TTD Deal - Strategus - Web/App Display - $0.50-$0.99,Strat61,18.65
2025-07-01,DSP Marketplace - BFM,StackAdapt,Beachfront Deal Migration,StackAdapt Deal - CTV - Political,534891672291,7.99
2025-09-01,DSP Marketplace - BFM,Basis Technologies,—,Basis Deal - Network CTV (TEGNA),BFMNET008,0.52
2025-10-01,Open Auction - BFM,Aroscop,—,Bidswitch - APP Display,,0.0
2026-08-01,DSP Marketplace - BFM,Bidswitch,Beachfront Deal Curation,Seedtag NeuroX | Always-On | Maternal & Family Health Advocates - Connected TV,STNXCTV025,0.0
2026-08-01,DSP Marketplace - BFM,MadHive,BFM Internal,Madhive Deal - CTV Genre Sports,BFM021,43.48
2025-08-01,Open Auction - BFM,Streamworx Lda.,—,Bidswitch - CTV - 1st Price,,166.67
2025-10-01,Select - BFM,TheTradeDesk,Strategus,TTD - Strategus - CTV - $12 and Below,STRAT002,32043.79
2025-10-01,DSP Marketplace - BFM,Viant,Beachfront Deal Migration,Viant Deal - OLV - CBS,714397033029,601.05
2025-07-01,Open Auction - BFM,Excelate,—,Bidswitch - APP Display,,0.0
2025-07-01,Select - BFM,Xandr,Quorum,Quorum Optimized > MSFT > High Index Zips - Honda Dealership Visitors - Banner,Quoru119,0.0
2025-07-01,Select - BFM,Xandr,Quorum,Quorum Optimized > MSFT > High Index Zips - Jack In The Box Visitors - Banner,Quoru97,0.0
2025-11-01,Open Auction - BFM,Unruly,—,Unruly Web 1st Price Video (Mobile Only),,0.0
2025-11-01,Select - BFM,Bidswitch,Quorum,Quorum > Holiday Shoppers > Physical Visitors,Quoru198,0.0
2025-12-01,DSP Marketplace - BFM,IQM,—,IQM Deal - CTV - ComScore Viewership - Politics Allowed (Deal Library),BFM068,0.0
2025-10-01,DSP Marketplace - BFM,Stirista,Beachfront Deal Curation,Stirista Deal - DV - CTV RON,298578719382,4419.75
2025-07-01,Select - BFM,Adtelligent,A+E Networks,Adtilligent Deal,AENet1,1.0
2025-07-01,Open Auction - BFM,SmartClip,—,Vizio_SmartClip_Mexico_$8,,0.0
2025-11-01,DSP Marketplace - BFM,JamLoop OpenRTB,—,JamLoop Deal - CTV - Vizio - Efficient CPM,760573200866,820.59
2025-11-01,Select - BFM,JamLoop OpenRTB,TEGNA,Jamloop - AO - News - OTT CTV - Political - TEGNASOURCED 062922,TEGNA4,0.08
2025-12-01,Select - BFM,Bidswitch,IRIS,IRIS.TV - OMD - National Guard - Contextual CTV_BFM,IRIS00269,0.0
2025-08-01,Open Auction - BFM,TheTradeDesk,—,TTD - APP - 1st Price,,1.2
2025-09-01,Open Auction - BFM,Zeta DSP,—,Bidswitch - Seedtag,,0.01
2025-10-01,Open Auction - BFM,Between Exchange,—,Bidswitch - Seedtag,,0.03
2025-08-01,Select - BFM,TheTradeDesk,IRIS,IRIS.TV - Q11 - West Coast College - Nursing Contextual CTV_BFM,IRIS00361,139.86
2025-12-01,Open Auction - BFM,Streamworx Lda.,—,Bidswitch - MW [Display],,0.0
2025-11-01,Open Auction - BFM,—,—,SmartyAds - CTV (1st Price),,0.0
2026-07-01,DSP Marketplace - BFM,Bidswitch,Beachfront Deal Curation,Seedtag NeuroX | Always-On | Savvy Shoppers - Connected TV,STNXCTV031,0.0
2026-07-01,Select - BFM,TheTradeDesk,IRIS,IRIS.TV - Q11 - West Coast College - Graduates Contextual CTV_BFM,IRIS00360,720.44
2026-08-01,DSP Marketplace - BFM,DV360,Beachfront Deal Curation,Seedtag NeuroX | Always-On | Large Enterprise & Corporate Leaders - Connected TV,STNXCTV015,41.26
2026-08-01,DSP Marketplace - BFM,Epsilon (Conversant),Beachfront Deal Curation,Conversant Pharma Category Targeting - Video/CTV,Beach115,1.24
2026-08-01,DSP Marketplace - BFM,Epsilon (Conversant),Beachfront Deal Curation,Golf - CTV - Contextual - Tentpole Deal - Conversant,Beach135,0.0
2026-08-01,Open Auction - BFM,GroundTruth,—,Seedtag,,5.82
2025-10-01,Open Auction - BFM,SmartyAds,—,SmartyAds - CTV (1st Price),,1549.55
2025-08-01,Open Auction - BFM,AdIngenious,—,Bidswitch - APP Display,,3.23
2025-07-01,DSP Marketplace - BFM,Bidswitch,Beachfront Deal Curation,__DEAL__PA__CASUALIQ__SPORTS__ALL-SPORTS-CTV__US__USD__SPORTS-FANS,CasualIQ2,0.0
2025-09-01,Open Auction - BFM,SmartyAds,—,SmartyAds - App [Display],,5.55
2025-12-01,Open Auction - BFM,Madopi,—,Bidswitch - Desktop [Display],,0.0
2025-12-01,DSP Marketplace - BFM,JamLoop OpenRTB,—,JamLoop Deal - CTV OLV - All Spanish / Hispanic,048375798890,1745.4
2025-07-01,Open Auction - BFM,Viant,—,Viant - MW,,15966.69
2025-12-01,Select - BFM,Xandr,MultiLocal,mCanvas_mlm_Roku_BR_CTV_Xandr_BF_MLMBRID7304,Multi47,0.0
2025-11-01,Select - BFM,Bidswitch,IRIS,GumGum - Cendyn - Royalton - Contextual CTV_BFM,IRIS00289,0.0
2025-12-01,Select - BFM,TheTradeDesk,IRIS,IRIS.TV - Tripadvisor CTV_BFM,IRIS00348,0.0
2025-12-01,Select - BFM,TheTradeDesk,Mavern Media,Mavern Media & Beachfront - Doe Anderson - TTD - Multiple - Live Sports Auction Package - CTV - 20250402,Maver19,0.0
2025-10-01,Select - BFM,Xandr,Quorum,Quorum Optimized > MSFT > High Index Zips - Wingstop Visitors - CTV,Quoru80,0.0
2025-10-01,Open Auction - BFM,—,—,F0033649 LATITUD 25_1 SABÍAS QUE 30SEG v4,,0.0
2025-09-01,Open Auction - BFM,—,—,F0033755 UFC FSP GENÉRICA VALS-METAL 20,,0.0
2025-09-01,Select - BFM,Xandr,Quorum,Quorum Optimized > MSFT > High Index Zips - Acura Dealership Visitors - Banner,Quoru107,0.0
2025-07-01,Open Auction - BFM,Samsung DSP,—,Bidswitch - CTV - 1st Price (Bundle 151908),,2.63
2025-09-01,Open Auction - BFM,—,—,SmartyAds - CTV (1st Price),,0.0
2025-08-01,DSP Marketplace - BFM,Viant,—,Viant Deal - CTV - Hearst News,561461569397,1410.11
2026-07-01,DSP Marketplace - BFM,Epsilon (Conversant),Beachfront Deal Curation,Conversant Alcohol Category Targeting - Video/CTV,Beach110,4892.24
2025-08-01,DSP Marketplace - BFM,Bidswitch,—,BidSwitch Deal - CTV (Future Samsung Ads),630735620159,0.0
2025-08-01,DSP Marketplace - BFM,Bidswitch,—,Bidswitch Deal - CTV - Roku - MIQ - $12 Fixed RON,166324629003,0.0
2025-08-01,Open Auction - BFM,Quantcast,—,Bidswitch - Desktop [Display],,0.59
2025-10-01,DSP Marketplace - BFM,Epsilon (Conversant),Beachfront Deal Curation,Conversant Cannabis Category Targeting - Display,Beach103,0.0
2025-09-01,DSP Marketplace - BFM,MadHive,Beachfront Deal Curation,Madhive Deal - CTV - Spanish Language Targeting,339126935910,282.92
2025-09-01,DSP Marketplace - BFM,JamLoop OpenRTB,BFM Internal,Jamloop Deal - CTV - Network-Override-CBS Extension,JL001,1413.74
2025-07-01,DSP Marketplace - BFM,StackAdapt,Beachfront Deal Curation,StackAdapt_Standard Inventory Packages_Beachfront_2025_[Allows Cannabis],Beach158,1.13
2025-07-01,DSP Marketplace - BFM,TheTradeDesk,BFM Internal,TTD Deal - CTV - MiQ (LDA),234180798348,0.0
2025-07-01,Select - BFM,Xandr,Quorum,Quorum Optimized > MSFT > High Index Zips - Infiniti Dealership Visitors - CTV,Quoru124,0.18
2025-08-01,DSP Marketplace - BFM,4INFO,—,Cadent_CMDY_(Cable)_PMP_Testv2,928721493235,0.0
2025-11-01,Open Auction - BFM,Adtelligent,—,Adtelligent - CTV (Price Targeted),,28.69
2025-08-01,DSP Marketplace - BFM,Basis Technologies,Beachfront Deal Curation,Basis Deal - OTT - Skechers 2025 - Men 45+ - Sports,343798267566,184.16
2025-09-01,DSP Marketplace - BFM,SimpliFi,—,Simplifi Deal - CTV LDA Approved,993808143903,4817.17
2025-07-01,DSP Marketplace - BFM,Walmart,—,TTD Deal - Walmart - Premium CTV,785432338,16.36
2025-09-01,DSP Marketplace - BFM,Xandr,BFM Internal,Xandr Deal - CTV (MiQ Canada RON),418366376674,2502.52
2025-09-01,Open Auction - BFM,—,—,2509 - MGMPLUS - BILLY THE KID S3 TRAILER Cutdown - MGMPHD363273 - SERIES,,204.19
2025-09-01,DSP Marketplace - BFM,4INFO,—,Cadent_TLC_PMP_Test,787859088504,0.0
2025-08-01,Open Auction - BFM,IPONWEB BidCore,—,Bidswitch - APP 1st Price,,0.28
2025-07-01,Open Auction - BFM,—,—,F0038296 ALL ELITE SHOW PREVIA ALL IN SABADO 15,,0.0
2025-09-01,DSP Marketplace - BFM,Basis Technologies,—,Deal Template - High VCR - Web OLV,BFM081,0.0
2025-12-01,Select - BFM,DV360,Quorum,Quorum > Office and Finance > Physical Visitors,Quoru229,0.0
2026-07-01,Open Auction - BFM,Adtelligent,—,Adtelligent - CTV (Price Targeted),,4926.92
2026-07-01,Open Auction - BFM,Between Exchange,—,Bidswitch - Desktop [Display],,0.0
2025-10-01,Open Auction - BFM,SmartyAds,—,SmartyAds - Web [Display],,88.02
2025-09-01,Open Auction - BFM,Walmart,—,TTD - Desktop - 1st Price (HB),,126.18
2025-09-01,Open Auction - BFM,SmartyAds,—,SmartyAds - Web Video,,126.78
2025-08-01,Select - BFM,Yahoo DSP,Audigent,PMG & Beachfront - SDEAL-21048 - PMG - PMG - PMG - ctv SmartPMP - In Market Credit Card US,Audig1757,0.0
2025-07-01,Select - BFM,Xandr,Quorum,Quorum Optimized > MSFT > High Index Zips - Resorts World Visitors - CTV,Quoru50,9.92
2025-10-01,Open Auction - BFM,Yahoo DSP,—,Yahoo - In-App,,24350.66
2025-11-01,DSP Marketplace - BFM,Octillion,—,Octillion Deal - CTV - Frndly,976376076661,0.0
2025-08-01,DSP Marketplace - BFM,4INFO,—,Cadent_VH1_PMP_Testv2,019940074367,0.0
2025-08-01,DSP Marketplace - BFM,Epsilon (Conversant),Beachfront Deal Curation,NBA - Live - CTV - Contextual - Tentpole Deal - Conversant,Beach129,5.28
2025-11-01,Select - BFM,Xandr,Quorum,Quorum Optimized > MSFT > High Index Zips - Jack In The Box Visitors - CTV,Quoru98,0.0
2025-07-01,DSP Marketplace - BFM,GroundTruth,—,GroundTruth Deal - App - Display - 0.30% CTR,166547275315,120.19
2025-08-01,Open Auction - BFM,Epsilon (Conversant),—,Conversant Philo CTV (202994),,40.8
2025-08-01,Select - BFM,TheTradeDesk,IRIS,IRIS.TV - Q11 Crunch - Inspirational CTV_BFM,IRIS00243,5639.6
2026-07-01,Open Auction - BFM,Demandbase,—,DemandBase - CTV,,758.63
2026-07-01,DSP Marketplace - BFM,JamLoop OpenRTB,BFM Internal,JamLoop Deal - CTV - Cable Broadcast - Scripps-Newsy,855918727592,332.96
2026-07-01,Open Auction - BFM,SmartyAds,—,SmartyAds - CTV (Samsung),,28.2
2026-08-01,DSP Marketplace - BFM,Bidswitch,Beachfront Deal Curation,Seedtag NeuroX | Always-On | Large Enterprise & Corporate Leaders - Connected TV,STNXCTV015,0.0
2025-08-01,DSP Marketplace - BFM,Bidswitch,—,T-Ads_CTV_Beachfront_Scripps_$17.50,518341036129,0.0
2025-10-01,DSP Marketplace - BFM,Viant,Beachfront Deal Curation,Viant Deal - CTV - Targeting away from Political (IRIS),925896302547,10484.88
2025-10-01,DSP Marketplace - BFM,SimpliFi,Beachfront Deal Migration,SimpliFi Deal - CTV Roku,542169059668,5783.38
2025-09-01,DSP Marketplace - BFM,JamLoop OpenRTB,—,JamLoop Deal - CTV - SamsungAds - $9 - DON&#039;T TOUCH QPS,948945611529,180.2
2025-09-01,Open Auction - BFM,The Media Sense,—,The Media Sense DSP Inapp Video,,0.0
2025-11-01,DSP Marketplace - BFM,Viant,—,Viant Deal - CTV (Genre: Movie),737121000152,399.94
2025-12-01,DSP Marketplace - BFM,MadHive,BFM Internal,MadHive - CTV - Fubo (Price Targeted),MH38,371.25
2025-11-01,Open Auction - BFM,OTT Advisors (Demand),—,OTT Advisors Deal - MW/Tablet - Live Sports (Washington DC),,0.0
2025-07-01,DSP Marketplace - BFM,Basis Technologies,Beachfront Deal Curation,Basis Deal - OTT - Skechers 2025 - Women 45+ - Reality,767012029105,199.97
2025-07-01,DSP Marketplace - BFM,Octillion,Beachfront Deal Migration,Octillion Deal - CTV - SamsungAds,203239994130,4.17
2025-10-01,Open Auction - BFM,Streamworx Lda.,—,Bidswitch - MW - 1st Price (HB),,2.26
2025-09-01,Open Auction - BFM,—,—,F0035630 MLB PEPE SEGARRA GENERICA 2025 10,,0.0
2025-07-01,DSP Marketplace - BFM,4INFO,—,Cadent_FX_PMP_Testv2,"063371218587, 63371218587",0.0
2025-07-01,Open Auction - BFM,4INFO,—,0,,0.0
2025-09-01,DSP Marketplace - BFM,Viant,—,Viant Deal - CTV - Estrella,382991979536,2.32
2025-09-01,DSP Marketplace - BFM,Viant,—,Viant Deal - CTV - Fubo,940208016222,511.47
2025-11-01,Select - BFM,Quantcast,Quorum,Quorum > Wholesale Shoppers > Physical Visitors,Quoru220,0.0
2025-10-01,Open Auction - BFM,—,—,F0041190 NFL WEEK 8 49ERS VS TEXANS + TITNAS VS COLTS DOMINGO 30,,0.0
2025-10-01,Open Auction - BFM,—,—,TTD - APP [Display],,0.0
2026-07-01,Open Auction - BFM,Bidswitch,—,Bidswitch - APP,,0.0
2025-07-01,Open Auction - BFM,Epsilon (Conversant),—,Conversant Future Today CTV (225473),,3.36
2025-11-01,Select - BFM,AdElement,Quorum,Quorum > Christmas Shoppers > Physical Visitors,Quoru192,0.0
2025-08-01,DSP Marketplace - BFM,Beeswax,—,Beeswax Deal - CTV - Datafy - M25-54 Sports and Gaming,976376076664,697.18
2025-10-01,DSP Marketplace - BFM,Basis Technologies,—,Basis Deal - Premium CTV,BFM012,1604.75
2025-10-01,Open Auction - BFM,TheTradeDesk,—,TTD - CTV (LG Ads Only),,1925.72
2025-07-01,DSP Marketplace - BFM,TheTradeDesk,—,TTD Deal - CTV & STB - TV One - Network,BFMTVONE001,16.44
2025-12-01,Open Auction - BFM,Quantcast,—,Bidswitch - MW - 1st Price (HB),,1.32
2026-07-01,Open Auction - BFM,IPONWEB BidCore,—,Bidswitch - Desktop [Display],,0.0
2025-09-01,Select - BFM,TheTradeDesk,Aki,Aki Deal - CTV - Binge Watching,Aki3,0.04
2025-07-01,DSP Marketplace - BFM,SimpliFi,BFM Internal,Simpli.Fi Deal - Vix (Network-Channel),527344445666,0.61
2025-07-01,Open Auction - BFM,SimpliFi,—,0,,0.0
2025-07-01,Select - BFM,TheTradeDesk,Strategus,Strategus Deal - CTV - Baseball Live - Channel + Networks,Strat75,6.58
2025-07-01,DSP Marketplace - BFM,Viant,Beachfront Deal Curation,Viant Deal - CTV - Comedy Central - Channel,945137366538,17.7
2025-11-01,Select - BFM,TheTradeDesk,IRIS,IRIS.TV - Q11 - Sparklight - Internet & Telecom Contextual CTV_BFM,IRIS00368,0.0
2026-07-01,Open Auction - BFM,Walmart,—,TTD - CTV (Charter),,0.0
2026-08-01,DSP Marketplace - BFM,Epsilon (Conversant),Beachfront Deal Curation,Conversant Cryptocurrency Category Targeting - Video/CTV,Beach112,3.59
2025-10-01,DSP Marketplace - BFM,JamLoop OpenRTB,—,JamLoop Deal - CTV - Fubo - Efficient CPM,302473738758,658.33
2025-10-01,DSP Marketplace - BFM,TheTradeDesk,—,TTD Deal - CTV - The Moran Group RON,557817962362,75.1
2025-11-01,Open Auction - BFM,AdElement,—,Bidswitch - MW [Display],,11.35
2025-12-01,Select - BFM,Bidswitch,Quorum,Quorum > Office and Finance > Physical Visitors,Quoru229,0.0
2025-07-01,DSP Marketplace - BFM,DeepIntent,Beachfront Deal Curation,DeepIntent - CTV - Health and Wellness,442298650382,0.66
2025-08-01,Open Auction - BFM,Infillion,—,Bidswitch - CTV - 1st Price,,736.95
2025-07-01,Open Auction - BFM,Basis Technologies,—,Centro Video InApp,,0.79
2025-11-01,Select - BFM,AdElement,Quorum,Quorum > Hanukkah Shoppers > Physical Visitors,Quoru197,0.0
2025-11-01,Select - BFM,TheTradeDesk,Strategus,Strategus CTV RON,300416284256,15855.32
2025-12-01,DSP Marketplace - BFM,Bidswitch,Beachfront Deal Curation,Bidswitch Deal - Infillion -  CTV/InApp - FEP/CTV $10 and below (Average Clearing Pice),223910661417,0.0
2025-12-01,Open Auction - BFM,Infillion,—,Bidswitch - APP Display,,3.32
2025-09-01,DSP Marketplace - BFM,Beeswax,—,Beeswax Deal - CTV - Political (No Approval),426834991759,1787.92
2025-08-01,Open Auction - BFM,Bidswitch,—,Bidswitch -RTB- Getintent-Whitelist- Web Display,,0.0
2025-08-01,Open Auction - BFM,Viant,—,Viant - Desktop [Display],,632.93
2025-08-01,Select - BFM,Viant,Audigent,Audigent & Beachfront - AUD-066527 - Optimum Media - Multiple Brands - CTV ContextualPMP - Football US - ctv,Audig1799,0.0
2025-12-01,DSP Marketplace - BFM,GroundTruth,Beachfront Deal Curation,GroundTruth Sensitive Category Deal - Nicotine - Desktop,Beach120,0.0
2025-11-01,DSP Marketplace - BFM,Basis Technologies,Beachfront Deal Curation,Basis Deal - CTV - Skechers 2025 - Women 45+ - Reality (Hallmark),711907073746,10.57
2025-07-01,Open Auction - BFM,Between Exchange,—,Bidswitch - Seedtag,,0.02
2025-07-01,Select - BFM,Viant,IRIS,IRIS.TV - Viant - Thrivent Contextual CTV_BFM,IRIS00321,2.84
2025-12-01,Open Auction - BFM,Infillion,—,Bidswitch - MW [Display],,0.0
2025-12-01,Select - BFM,Beeswax,TV One,Simulmedia,TVOne11,0.0
2025-08-01,Open Auction - BFM,Unruly,—,Unruly Web 1st Price Video (Desktop Only),,0.0
2025-12-01,Select - BFM,AdElement,Quorum,Quorum > Office and Finance > Physical Visitors,Quoru229,0.0
2025-09-01,Select - BFM,Bidswitch,33Across,33Across Deal - Display - RTB House - Fashion,33Acr14,0.0
2026-08-01,DSP Marketplace - BFM,Bidswitch,Beachfront Deal Curation,Seedtag NeuroX | Always-On | Senior Wellness Advocates - Connected TV,STNXCTV020,0.0
2026-08-01,Open Auction - BFM,Bidswitch,—,Bidswitch - APP,,0.0
2026-08-01,Open Auction - BFM,Marketperf,—,Bidswitch - Desktop [Display],,0.0
2026-08-01,Select - BFM,Viant,Viant,GameShow,BFViantGameShow,0.18
2025-12-01,DSP Marketplace - BFM,Viant,—,Viant Deal - CTV - Hearst News,561461569397,0.3
2025-08-01,Open Auction - BFM,Epsilon (Conversant),—,Conversant - Web - Open Auction - Video,,563.6
2025-08-01,DSP Marketplace - BFM,TheTradeDesk,—,TTD Deal - CTV - Chief Media Walmart (Philo),300884885453,0.0
2025-11-01,Open Auction - BFM,Cepia,—,Mighty Wheels November 2025,,20.93
2025-12-01,Open Auction - BFM,IQM,—,IQM - Web Video - Open Auction,,12.2
2025-09-01,DSP Marketplace - BFM,SimpliFi,BFM Internal,Simpli.Fi Deal - Philo,667896312331,2309.64
2025-09-01,Open Auction - BFM,Amazon DSP,—,Bidswitch -RTB- Getintent-Whitelist- Web Display,,0.03
2025-07-01,Open Auction - BFM,Krush Media,—,Krush Media Web Video,,113.01
2025-07-01,DSP Marketplace - BFM,TheTradeDesk,—,TTD Deal - CTV - MIQ - Hearst News,860644267470,0.03
2025-07-01,DSP Marketplace - BFM,Yahoo DSP,Beachfront Deal Migration,Yahoo Deal - CTV - Politics Allowed,BFM017,226.83
2025-07-01,Open Auction - BFM,—,—,LEAP McDonalds (2026),,4.06
2025-10-01,Open Auction - BFM,—,—,LEAP McDonalds (2026),,0.72
2025-12-01,Open Auction - BFM,Bidswitch,—,Bidswitch - Seedtag,,0.0
2025-12-01,Open Auction - BFM,Knorex,—,Bidswitch - APP 1st Price,,0.79
2025-08-01,Open Auction - BFM,Unruly,—,Unruly Web Display (Desktop Only),,0.0
2025-08-01,Open Auction - BFM,MadHive,—,0,,0.0
2026-07-01,DSP Marketplace - BFM,LoopMe,Beachfront Deal Curation,Seedtag CTV - LoopMe - The Masters,SeedtagCTV3907116827lo,0.0
2026-07-01,Open Auction - BFM,SmartClip,—,Philips_SC_Mexico,,0.0
2026-07-01,DSP Marketplace - BFM,SmartyAds,Beachfront Deal Curation,SmartyAds - Father's Day - 2026 Deal,Beach263,0.0
2026-08-01,DSP Marketplace - BFM,Beeswax,Beachfront Deal Curation,Datafy - News Contextual - Q4,Datafy2106644013,10.81
2026-08-01,DSP Marketplace - BFM,GroundTruth,BFM Internal,GroundTruth Deal - CTV - 90% VCR,480630561397,385.36
2026-08-01,Select - BFM,Viant,Quorum,Quorum Optimized > Viant > Nationwide Targeting - Banner,Quoru52,0.09
2026-08-01,DSP Marketplace - BFM,Stirista,Beachfront Deal Curation,Stirista Deal - DV - OLV RON,428524393318,0.0
2026-08-01,Open Auction - BFM,—,—,F0047517 LUP GENÉRICA PREGUNTAS NOCHES 30S,,0.0
2025-09-01,DSP Marketplace - BFM,JamLoop OpenRTB,—,JamLoop Deal - CTV - Xumo,614533760445,0.0
2025-08-01,DSP Marketplace - BFM,TheTradeDesk,Beachfront Deal Migration,TTD Deal - CTV - MiQ Fubo,770425332965,868.23
2025-08-01,Select - BFM,Viant,Viant,GameShow,BFViantGameShow,26.1
2025-10-01,DSP Marketplace - BFM,Basis Technologies,—,Basis Deal - CTV - All Supply w/ Network Data,BFM037,36.3
